"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование UI Stellar Burgers","","UI-тесты для Stellar Burgers","","","passed","","","","",""
